"","Date","Team","Opponent","Location","Result","TeamScore","OppScore"
"8988",2016-11-11,"Tulsa","Jacksonville St.","H","L",73,84
"8989",2016-11-16,"Tulsa","Wichita St.","A","L",53,80
"8990",2016-11-19,"Tulsa","New Orleans","H","W",77,68
"8991",2016-11-22,"Tulsa","Oregon St.","H","W",75,64
"8992",2016-11-28,"Tulsa","Oral Roberts","A","W",79,65
"8993",2016-12-03,"Tulsa","Little Rock","A","L",62,72
"8994",2016-12-07,"Tulsa","Illinois St.","H","W",70,68
"8995",2016-12-10,"Tulsa","Oklahoma St.","H","L",67,71
"8996",2016-12-17,"Tulsa","Texas St.","H","W",74,59
"8997",2016-12-22,"Tulsa","SFA","N","W",74,51
"8998",2016-12-23,"Tulsa","San Diego St.","N","L",63,82
"8999",2016-12-25,"Tulsa","Illinois St.","N","L",56,68
"9000",2016-12-31,"Tulsa","UConn","H","W",61,59
"9001",2017-01-04,"Tulsa","Houston","A","L",61,64
"9002",2017-01-11,"Tulsa","Memphis","H","W",81,71
"9003",2017-01-14,"Tulsa","Temple","A","W",70,68
"9004",2017-01-18,"Tulsa","Tulane","H","W",89,82
"9005",2017-01-21,"Tulsa","South Fla.","A","W",79,67
"9006",2017-01-25,"Tulsa","East Carolina","A","L",66,69
"9007",2017-01-28,"Tulsa","UCF","H","W",77,66
"9008",2017-02-01,"Tulsa","Cincinnati","H","L",55,57
"9009",2017-02-04,"Tulsa","SMU","H","L",53,76
"9010",2017-02-07,"Tulsa","Memphis","A","L",44,66
"9011",2017-02-11,"Tulsa","Houston","H","L",64,73
"9012",2017-02-14,"Tulsa","UCF","A","L",53,71
"9013",2017-02-18,"Tulsa","Cincinnati","A","L",60,80
"9014",2017-02-23,"Tulsa","South Fla.","H","-",NA,NA
"9015",2017-02-26,"Tulsa","East Carolina","H","-",NA,NA
"9016",2017-03-02,"Tulsa","SMU","A","-",NA,NA
"9017",2017-03-05,"Tulsa","Tulane","A","-",NA,NA
"9018",2016-11-11,"UAB","Ark.-Pine Bluff","H","W",86,66
"9019",2016-11-14,"UAB","Furman","H","L",74,84
"9020",2016-11-17,"UAB","Troy","H","W",74,51
"9021",2016-11-21,"UAB","Kansas","N","L",63,83
"9022",2016-11-22,"UAB","George Washington","N","W",81,74
"9023",2016-11-27,"UAB","St. Mary's (CA)","N","L",63,76
"9024",2016-11-29,"UAB","Alabama A&M","H","W",75,45
"9025",2016-12-03,"UAB","Auburn","H","L",70,74
"9026",2016-12-07,"UAB","SFA","A","W",84,73
"9027",2016-12-10,"UAB","Memphis","A","L",55,62
"9028",2016-12-18,"UAB","Southern U.","H","W",75,74
"9029",2016-12-21,"UAB","Texas","A","L",60,96
"9030",2016-12-28,"UAB","Miles","H","W",98,66
"9031",2017-01-01,"UAB","Middle Tenn.","A","L",49,60
"9032",2017-01-05,"UAB","North Texas","A","W",54,52
"9033",2017-01-07,"UAB","Rice","A","W",88,81
"9034",2017-01-12,"UAB","Western Ky.","H","W",72,54
"9035",2017-01-14,"UAB","Marshall","H","W",94,78
"9036",2017-01-19,"UAB","Fla. Atlantic","A","W",80,78
"9037",2017-01-21,"UAB","FIU","A","L",85,94
"9038",2017-01-26,"UAB","Louisiana Tech","H","W",79,70
"9039",2017-01-28,"UAB","Southern Miss.","H","W",87,43
"9040",2017-02-02,"UAB","UTEP","A","L",59,63
"9041",2017-02-04,"UAB","UTSA","A","L",67,82
"9042",2017-02-09,"UAB","Charlotte","H","W",82,69
"9043",2017-02-11,"UAB","Old Dominion","H","L",62,83
"9044",2017-02-16,"UAB","Marshall","A","L",59,74
"9045",2017-02-19,"UAB","Western Ky.","A","L",64,76
"9046",2017-02-26,"UAB","Middle Tenn.","H","-",NA,NA
"9047",2017-03-02,"UAB","Fla. Atlantic","H","-",NA,NA
"9048",2017-03-04,"UAB","FIU","H","-",NA,NA
"9049",2016-11-11,"UC Davis","Tennessee St.","N","L",64,78
"9050",2016-11-12,"UC Davis","Santa Clara","A","W",63,58
"9051",2016-11-13,"UC Davis","Northern Ariz.","N","W",89,76
"9052",2016-11-17,"UC Davis","Holy Names","H","W",89,75
"9053",2016-11-21,"UC Davis","Sacramento St.","N","W",81,72
"9054",2016-11-24,"UC Davis","Weber St.","N","L",58,86
"9055",2016-11-25,"UC Davis","Drake","N","W",64,58
"9056",2016-11-26,"UC Davis","Oakland","N","L",66,79
"9057",2016-12-03,"UC Davis","Idaho","A","L",66,68
"9058",2016-12-10,"UC Davis","California","A","L",61,86
"9059",2016-12-14,"UC Davis","North Dakota St.","A","L",70,74
"9060",2016-12-17,"UC Davis","William Jessup","H","W",87,64
"9061",2016-12-22,"UC Davis","Air Force","A","L",67,77
"9062",2016-12-28,"UC Davis","Seattle U","A","W",72,65
"9063",2016-12-31,"UC Davis","Utah Valley","H","W",83,69
"9064",2017-01-04,"UC Davis","UC Santa Barbara","H","W",73,47
"9065",2017-01-07,"UC Davis","Cal Poly","H","W",68,64
"9066",2017-01-12,"UC Davis","UC Riverside","A","L",55,61
"9067",2017-01-14,"UC Davis","CSUN","A","W",71,68
"9068",2017-01-21,"UC Davis","Hawaii","A","W",76,70
"9069",2017-01-28,"UC Davis","UC Irvine","H","W",74,65
"9070",2017-02-02,"UC Davis","Cal Poly","A","L",70,74
"9071",2017-02-04,"UC Davis","UC Santa Barbara","A","W",67,64
"9072",2017-02-08,"UC Davis","Cal St. Fullerton","H","W",74,65
"9073",2017-02-11,"UC Davis","UC Riverside","H","W",77,63
"9074",2017-02-16,"UC Davis","Long Beach St.","A","L",69,78
"9075",2017-02-18,"UC Davis","Cal St. Fullerton","A","L",72,79
"9076",2017-02-23,"UC Davis","CSUN","H","-",NA,NA
"9077",2017-02-25,"UC Davis","Long Beach St.","H","-",NA,NA
"9078",2017-03-02,"UC Davis","Hawaii","H","-",NA,NA
"9079",2017-03-04,"UC Davis","UC Irvine","A","-",NA,NA
"9080",2016-11-11,"UC Irvine","Utah St.","H","L",56,72
"9081",2016-11-14,"UC Irvine","South Dakota St.","H","W",73,58
"9082",2016-11-16,"UC Irvine","California","A","L",65,75
"9083",2016-11-19,"UC Irvine","Pacific","H","W",72,65
"9084",2016-11-25,"UC Irvine","South Dakota St.","N","W",63,52
"9085",2016-11-26,"UC Irvine","Milwaukee","N","L",37,54
"9086",2016-11-27,"UC Irvine","ETSU","N","L",66,72
"9087",2016-11-30,"UC Irvine","Santa Clara","A","W",58,55
"9088",2016-12-06,"UC Irvine","Arizona","A","L",57,79
"9089",2016-12-09,"UC Irvine","Pomona-Pitzer","H","W",80,53
"9090",2016-12-11,"UC Irvine","St. Mary's (CA)","A","L",53,84
"9091",2016-12-14,"UC Irvine","Nevada","A","L",69,76
"9092",2016-12-19,"UC Irvine","New Mexico St.","A","L",79,85
"9093",2016-12-21,"UC Irvine","Akron","N","L",80,88
"9094",2016-12-22,"UC Irvine","UTEP","A","W",62,57
"9095",2016-12-30,"UC Irvine","LIFE Pacific","H","W",101,43
"9096",2017-01-04,"UC Irvine","Long Beach St.","H","W",82,67
"9097",2017-01-07,"UC Irvine","Hawaii","H","W",84,56
"9098",2017-01-12,"UC Irvine","UC Santa Barbara","A","W",66,62
"9099",2017-01-14,"UC Irvine","Cal St. Fullerton","H","W",87,67
"9100",2017-01-18,"UC Irvine","Cal Poly","A","W",70,48
"9101",2017-01-21,"UC Irvine","CSUN","A","W",105,73
"9102",2017-01-26,"UC Irvine","Cal Poly","H","L",66,79
"9103",2017-01-28,"UC Irvine","UC Davis","A","L",65,74
"9104",2017-02-04,"UC Irvine","Long Beach St.","A","L",63,72
"9105",2017-02-08,"UC Irvine","UC Santa Barbara","H","W",64,47
"9106",2017-02-11,"UC Irvine","Hawaii","A","W",72,58
"9107",2017-02-18,"UC Irvine","UC Riverside","H","W",79,60
"9108",2017-02-22,"UC Irvine","Cal St. Fullerton","A","-",NA,NA
"9109",2017-02-25,"UC Irvine","CSUN","H","-",NA,NA
"9110",2017-03-01,"UC Irvine","UC Riverside","A","-",NA,NA
"9111",2017-03-04,"UC Irvine","UC Davis","H","-",NA,NA
"9112",2016-11-11,"UC Riverside","Portland","A","L",55,71
"9113",2016-11-16,"UC Riverside","UNLV","A","L",62,74
"9114",2016-11-19,"UC Riverside","Fresno Pacific","H","W",96,50
"9115",2016-11-25,"UC Riverside","Utah","A","L",67,85
"9116",2016-11-30,"UC Riverside","UCLA","A","L",56,98
"9117",2016-12-13,"UC Riverside","Santa Clara","A","L",53,77
"9118",2016-12-17,"UC Riverside","Montana","H","L",63,71
"9119",2016-12-20,"UC Riverside","Northern Colo.","A","L",61,77
"9120",2016-12-22,"UC Riverside","Denver","A","L",55,73
"9121",2016-12-28,"UC Riverside","Utah Valley","H","L",64,73
"9122",2016-12-31,"UC Riverside","Grand Canyon","H","W",76,56
"9123",2017-01-04,"UC Riverside","CSUN","A","L",76,82
"9124",2017-01-07,"UC Riverside","Long Beach St.","A","L",64,70
"9125",2017-01-12,"UC Riverside","UC Davis","H","W",61,55
"9126",2017-01-18,"UC Riverside","Cal St. Fullerton","A","W",71,63
"9127",2017-01-21,"UC Riverside","UC Santa Barbara","H","W",65,55
"9128",2017-01-25,"UC Riverside","Hawaii","A","W",70,64
"9129",2017-01-28,"UC Riverside","CSUN","H","L",59,63
"9130",2017-02-02,"UC Riverside","Hawaii","H","L",63,72
"9131",2017-02-04,"UC Riverside","Cal Poly","A","W",67,56
"9132",2017-02-09,"UC Riverside","Long Beach St.","H","L",71,78
"9133",2017-02-11,"UC Riverside","UC Davis","A","L",63,77
"9134",2017-02-16,"UC Riverside","Cal St. Fullerton","H","L",55,56
"9135",2017-02-18,"UC Riverside","UC Irvine","A","L",60,79
"9136",2017-02-23,"UC Riverside","UC Santa Barbara","A","-",NA,NA
"9137",2017-02-25,"UC Riverside","Cal Poly","H","-",NA,NA
"9138",2017-03-01,"UC Riverside","UC Irvine","H","-",NA,NA
"9139",2016-11-12,"UC Santa Barbara","Omaha","H","L",60,74
"9140",2016-11-16,"UC Santa Barbara","San Francisco","H","L",63,75
"9141",2016-11-19,"UC Santa Barbara","CSU Bakersfield","A","L",70,77
"9142",2016-11-22,"UC Santa Barbara","SMU","A","L",57,84
"9143",2016-11-27,"UC Santa Barbara","Southern California","A","L",72,96
"9144",2016-12-01,"UC Santa Barbara","Sonoma St.","H","W",75,51
"9145",2016-12-11,"UC Santa Barbara","San Diego","A","L",68,77
"9146",2016-12-14,"UC Santa Barbara","UCLA","A","L",62,102
"9147",2016-12-21,"UC Santa Barbara","Iona","N","L",57,73
"9148",2016-12-22,"UC Santa Barbara","Nevada","N","L",66,67
"9149",2016-12-27,"UC Santa Barbara","CSU Bakersfield","H","W",62,60
"9150",2016-12-30,"UC Santa Barbara","Seattle U","H","L",76,80
"9151",2017-01-04,"UC Santa Barbara","UC Davis","A","L",47,73
"9152",2017-01-12,"UC Santa Barbara","UC Irvine","H","L",62,66
"9153",2017-01-14,"UC Santa Barbara","Cal Poly","H","W",58,53
"9154",2017-01-19,"UC Santa Barbara","Long Beach St.","A","L",76,81
"9155",2017-01-21,"UC Santa Barbara","UC Riverside","A","L",55,65
"9156",2017-01-25,"UC Santa Barbara","CSUN","H","L",57,78
"9157",2017-01-28,"UC Santa Barbara","Hawaii","A","L",56,78
"9158",2017-02-02,"UC Santa Barbara","Cal St. Fullerton","H","L",53,79
"9159",2017-02-04,"UC Santa Barbara","UC Davis","H","L",64,67
"9160",2017-02-08,"UC Santa Barbara","UC Irvine","A","L",47,64
"9161",2017-02-11,"UC Santa Barbara","CSUN","A","L",55,77
"9162",2017-02-16,"UC Santa Barbara","Hawaii","H","W",56,54
"9163",2017-02-18,"UC Santa Barbara","Long Beach St.","H","L",48,66
"9164",2017-02-23,"UC Santa Barbara","UC Riverside","H","-",NA,NA
"9165",2017-03-02,"UC Santa Barbara","Cal St. Fullerton","A","-",NA,NA
"9166",2017-03-04,"UC Santa Barbara","Cal Poly","A","-",NA,NA
"9167",2016-11-14,"UCF","Nicholls St.","H","W",80,56
"9168",2016-11-17,"UCF","Mississippi St.","N","W",86,61
"9169",2016-11-18,"UCF","Col. of Charleston","A","W",60,40
"9170",2016-11-20,"UCF","Villanova","N","L",57,67
"9171",2016-11-26,"UCF","Seattle U","H","W",67,51
"9172",2016-11-30,"UCF","Stetson","H","W",81,45
"9173",2016-12-03,"UCF","Massachusetts","A","W",65,62
"9174",2016-12-10,"UCF","UMES","H","W",76,58
"9175",2016-12-12,"UCF","Penn","H","L",49,58
"9176",2016-12-15,"UCF","George Washington","A","L",59,74
"9177",2016-12-18,"UCF","Miami (OH)","H","W",80,73
"9178",2016-12-21,"UCF","Bethune-Cookman","H","W",71,41
"9179",2016-12-28,"UCF","Tulane","A","W",85,72
"9180",2016-12-31,"UCF","Temple","H","W",77,53
"9181",2017-01-03,"UCF","East Carolina","H","W",48,45
"9182",2017-01-08,"UCF","UConn","A","L",49,64
"9183",2017-01-14,"UCF","Houston","H","W",77,70
"9184",2017-01-17,"UCF","South Fla.","H","W",86,64
"9185",2017-01-22,"UCF","Memphis","A","L",65,70
"9186",2017-01-25,"UCF","SMU","H","L",60,65
"9187",2017-01-28,"UCF","Tulsa","A","L",66,77
"9188",2017-02-01,"UCF","Houston","A","L",64,82
"9189",2017-02-04,"UCF","Memphis","H","W",72,57
"9190",2017-02-08,"UCF","Cincinnati","A","L",50,60
"9191",2017-02-11,"UCF","UConn","H","L",63,66
"9192",2017-02-14,"UCF","Tulsa","H","W",71,53
"9193",2017-02-18,"UCF","East Carolina","A","W",61,58
"9194",2017-02-22,"UCF","Temple","A","-",NA,NA
"9195",2017-02-26,"UCF","Cincinnati","H","-",NA,NA
"9196",2017-03-02,"UCF","South Fla.","A","-",NA,NA
"9197",2016-11-11,"UCLA","Pacific","H","W",119,80
"9198",2016-11-13,"UCLA","CSUN","H","W",102,87
"9199",2016-11-17,"UCLA","San Diego","H","W",88,68
"9200",2016-11-20,"UCLA","Long Beach St.","H","W",114,77
"9201",2016-11-24,"UCLA","Portland","N","W",99,77
"9202",2016-11-25,"UCLA","Nebraska","N","W",82,71
"9203",2016-11-27,"UCLA","Texas A&M","N","W",74,67
"9204",2016-11-30,"UCLA","UC Riverside","H","W",98,56
"9205",2016-12-03,"UCLA","Kentucky","A","W",97,92
"9206",2016-12-10,"UCLA","Michigan","H","W",102,84
"9207",2016-12-14,"UCLA","UC Santa Barbara","H","W",102,62
"9208",2016-12-17,"UCLA","Ohio St.","N","W",86,73
"9209",2016-12-21,"UCLA","Western Mich.","H","W",82,68
"9210",2016-12-28,"UCLA","Oregon","A","L",87,89
"9211",2016-12-30,"UCLA","Oregon St.","A","W",76,63
"9212",2017-01-05,"UCLA","California","H","W",81,71
"9213",2017-01-08,"UCLA","Stanford","H","W",89,75
"9214",2017-01-12,"UCLA","Colorado","A","W",104,89
"9215",2017-01-14,"UCLA","Utah","A","W",83,82
"9216",2017-01-19,"UCLA","Arizona St.","H","W",102,80
"9217",2017-01-21,"UCLA","Arizona","H","L",85,96
"9218",2017-01-25,"UCLA","Southern California","A","L",76,84
"9219",2017-02-01,"UCLA","Washington St.","A","W",95,79
"9220",2017-02-04,"UCLA","Washington","A","W",107,66
"9221",2017-02-09,"UCLA","Oregon","H","W",82,79
"9222",2017-02-12,"UCLA","Oregon St.","H","W",78,60
"9223",2017-02-18,"UCLA","Southern California","H","W",102,70
"9224",2017-02-23,"UCLA","Arizona St.","A","-",NA,NA
"9225",2017-02-25,"UCLA","Arizona","A","-",NA,NA
"9226",2017-03-01,"UCLA","Washington","H","-",NA,NA
"9227",2017-03-04,"UCLA","Washington St.","H","-",NA,NA
"9228",2016-11-11,"UConn","Wagner","H","L",58,67
"9229",2016-11-14,"UConn","Northeastern","H","L",61,64
"9230",2016-11-17,"UConn","Loyola Marymount","A","W",65,62
"9231",2016-11-21,"UConn","Oklahoma St.","N","L",90,98
"9232",2016-11-22,"UConn","Chaminade","N","W",93,82
"9233",2016-11-23,"UConn","Oregon","N","L",69,79
"9234",2016-11-30,"UConn","Boston U.","H","W",51,49
"9235",2016-12-05,"UConn","Syracuse","N","W",52,50
"9236",2016-12-10,"UConn","Ohio St.","A","L",60,64
"9237",2016-12-18,"UConn","North Florida","H","W",80,59
"9238",2016-12-23,"UConn","Auburn","H","L",67,70
"9239",2016-12-28,"UConn","Houston","H","L",46,62
"9240",2016-12-31,"UConn","Tulsa","A","L",59,61
"9241",2017-01-05,"UConn","Memphis","A","L",61,70
"9242",2017-01-08,"UConn","UCF","H","W",64,49
"9243",2017-01-11,"UConn","Temple","H","W",73,59
"9244",2017-01-14,"UConn","Georgetown","A","L",69,72
"9245",2017-01-19,"UConn","SMU","A","L",49,69
"9246",2017-01-22,"UConn","East Carolina","H","W",72,65
"9247",2017-01-25,"UConn","South Fla.","A","W",81,60
"9248",2017-01-28,"UConn","Tulane","H","W",78,68
"9249",2017-02-04,"UConn","Cincinnati","A","L",68,82
"9250",2017-02-08,"UConn","South Fla.","H","W",97,51
"9251",2017-02-11,"UConn","UCF","A","W",66,63
"9252",2017-02-16,"UConn","Memphis","H","W",65,62
"9253",2017-02-19,"UConn","Temple","A","W",64,63
"9254",2017-02-22,"UConn","Houston","A","-",NA,NA
"9255",2017-02-25,"UConn","SMU","H","-",NA,NA
"9256",2017-03-01,"UConn","East Carolina","A","-",NA,NA
"9257",2017-03-05,"UConn","Cincinnati","H","-",NA,NA
"9258",2016-11-11,"UMBC","Hood","H","W",92,61
"9259",2016-11-13,"UMBC","UMES","A","W",77,73
"9260",2016-11-16,"UMBC","Delaware St.","H","W",90,68
"9261",2016-11-19,"UMBC","Kennesaw St.","H","W",93,85
"9262",2016-11-23,"UMBC","Navy","A","L",66,78
"9263",2016-11-30,"UMBC","Duquesne","A","W",81,72
"9264",2016-12-03,"UMBC","Messiah","H","W",98,59
"9265",2016-12-07,"UMBC","Mt. St. Mary's","A","W",78,70
"9266",2016-12-10,"UMBC","Richmond","A","L",75,78
"9267",2016-12-17,"UMBC","Towson","H","L",72,73
"9268",2016-12-19,"UMBC","The Citadel","H","W",120,111
"9269",2016-12-23,"UMBC","James Madison","A","W",62,61
"9270",2016-12-28,"UMBC","Virginia Tech","A","L",70,87
"9271",2017-01-05,"UMBC","Binghamton","H","W",85,71
"9272",2017-01-08,"UMBC","Maine","H","W",75,64
"9273",2017-01-11,"UMBC","Hartford","A","W",84,68
"9274",2017-01-13,"UMBC","Vermont","A","L",72,81
"9275",2017-01-16,"UMBC","Albany (NY)","H","L",50,77
"9276",2017-01-22,"UMBC","UMass Lowell","A","W",102,86
"9277",2017-01-25,"UMBC","Stony Brook","A","L",73,83
"9278",2017-01-28,"UMBC","New Hampshire","H","W",105,103
"9279",2017-02-01,"UMBC","Binghamton","A","W",92,74
"9280",2017-02-04,"UMBC","Maine","A","W",83,71
"9281",2017-02-09,"UMBC","Hartford","H","L",77,84
"9282",2017-02-12,"UMBC","Vermont","H","L",74,77
"9283",2017-02-15,"UMBC","Albany (NY)","A","L",69,78
"9284",2017-02-18,"UMBC","UMass Lowell","H","W",108,102
"9285",2017-02-22,"UMBC","Stony Brook","H","-",NA,NA
"9286",2017-02-25,"UMBC","New Hampshire","A","-",NA,NA
"9287",2016-11-11,"UMES","George Washington","A","L",71,75
"9288",2016-11-13,"UMES","UMBC","H","L",73,77
"9289",2016-11-15,"UMES","Boston College","A","L",57,73
"9290",2016-11-20,"UMES","Wichita St.","A","L",79,116
"9291",2016-11-23,"UMES","Colorado St.","A","L",65,76
"9292",2016-11-27,"UMES","Louisiana Tech","A","L",53,74
"9293",2016-11-30,"UMES","Southeastern La.","A","L",75,85
"9294",2016-12-05,"UMES","Central Penn","H","W",87,74
"9295",2016-12-07,"UMES","Virginia Tech","A","L",59,75
"9296",2016-12-10,"UMES","UCF","A","L",58,76
"9297",2016-12-17,"UMES","Michigan","A","L",49,98
"9298",2016-12-19,"UMES","American","A","L",58,61
"9299",2016-12-21,"UMES","UTEP","A","W",71,66
"9300",2016-12-22,"UMES","Akron","N","L",60,76
"9301",2017-01-02,"UMES","Valley Forge","H","W",90,65
"9302",2017-01-09,"UMES","N.C. A&T","A","W",99,88
"9303",2017-01-11,"UMES","N.C. Central","A","L",52,69
"9304",2017-01-14,"UMES","Howard","H","L",66,74
"9305",2017-01-21,"UMES","Bethune-Cookman","A","W",82,79
"9306",2017-01-23,"UMES","Florida A&M","A","W",86,79
"9307",2017-01-28,"UMES","South Carolina St.","H","W",92,69
"9308",2017-01-30,"UMES","Savannah St.","H","L",82,87
"9309",2017-02-01,"UMES","Hampton","A","L",65,66
"9310",2017-02-04,"UMES","Coppin St.","H","W",78,57
"9311",2017-02-11,"UMES","Norfolk St.","A","L",69,75
"9312",2017-02-13,"UMES","Bethune-Cookman","H","W",82,81
"9313",2017-02-18,"UMES","N.C. Central","H","L",69,82
"9314",2017-02-20,"UMES","N.C. A&T","H","-",NA,NA
"9315",2017-02-25,"UMES","Delaware St.","A","-",NA,NA
"9316",2017-02-27,"UMES","Howard","A","-",NA,NA
"9317",2017-03-02,"UMES","Morgan St.","H","-",NA,NA
"9318",2016-11-11,"UMKC","Creighton","A","L",82,89
"9319",2016-11-15,"UMKC","Drake","H","W",68,62
"9320",2016-11-19,"UMKC","Bowling Green","A","W",71,69
"9321",2016-11-20,"UMKC","Murray St.","N","W",85,74
"9322",2016-11-21,"UMKC","Green Bay","N","L",77,95
"9323",2016-11-25,"UMKC","Ark.-Monticello","H","W",97,82
"9324",2016-11-28,"UMKC","Southeast Mo. St.","H","W",86,75
"9325",2016-11-30,"UMKC","South Dakota","H","W",84,82
"9326",2016-12-03,"UMKC","South Dakota St.","A","L",68,77
"9327",2016-12-06,"UMKC","Kansas","A","L",62,105
"9328",2016-12-10,"UMKC","William Jewell","H","W",93,71
"9329",2016-12-15,"UMKC","Omaha","H","L",75,80
"9330",2016-12-17,"UMKC","West Virginia","A","L",67,112
"9331",2016-12-20,"UMKC","UT Martin","H","L",66,77
"9332",2016-12-29,"UMKC","Mississippi St.","A","L",54,77
"9333",2017-01-02,"UMKC","USC Upstate","H","L",75,84
"9334",2017-01-05,"UMKC","New Mexico St.","H","L",64,77
"9335",2017-01-07,"UMKC","UTRGV","H","W",83,79
"9336",2017-01-12,"UMKC","Seattle U","A","W",84,68
"9337",2017-01-14,"UMKC","Utah Valley","A","L",76,86
"9338",2017-01-21,"UMKC","New Mexico St.","A","L",71,94
"9339",2017-01-26,"UMKC","Grand Canyon","H","W",83,77
"9340",2017-01-28,"UMKC","CSU Bakersfield","H","L",63,74
"9341",2017-01-31,"UMKC","Ottawa","H","W",93,67
"9342",2017-02-04,"UMKC","UTRGV","A","W",73,60
"9343",2017-02-09,"UMKC","Utah Valley","H","W",84,76
"9344",2017-02-11,"UMKC","Seattle U","H","W",102,72
"9345",2017-02-18,"UMKC","Chicago St.","H","W",84,65
"9346",2017-02-23,"UMKC","CSU Bakersfield","A","-",NA,NA
"9347",2017-02-25,"UMKC","Grand Canyon","A","-",NA,NA
"9348",2017-03-04,"UMKC","Chicago St.","A","-",NA,NA
"9349",2016-11-11,"UMass Lowell","Massachusetts","A","L",76,90
"9350",2016-11-14,"UMass Lowell","Wagner","H","W",87,76
"9351",2016-11-16,"UMass Lowell","Indiana","A","L",78,100
"9352",2016-11-19,"UMass Lowell","Fort Wayne","A","L",81,94
"9353",2016-11-21,"UMass Lowell","Liberty","A","L",77,84
"9354",2016-11-22,"UMass Lowell","Mississippi Val.","N","W",76,71
"9355",2016-11-26,"UMass Lowell","LIU Brooklyn","H","L",78,82
"9356",2016-11-29,"UMass Lowell","Marist","A","L",69,81
"9357",2016-12-03,"UMass Lowell","NJIT","H","L",74,75
"9358",2016-12-06,"UMass Lowell","Sacred Heart","A","L",82,91
"9359",2016-12-18,"UMass Lowell","Central Conn. St.","H","W",86,69
"9360",2016-12-21,"UMass Lowell","Boston U.","H","W",77,75
"9361",2016-12-23,"UMass Lowell","Loyola Maryland","A","L",60,69
"9362",2016-12-29,"UMass Lowell","Cornell","A","W",98,96
"9363",2017-01-05,"UMass Lowell","Albany (NY)","H","W",85,79
"9364",2017-01-08,"UMass Lowell","Binghamton","A","W",79,75
"9365",2017-01-11,"UMass Lowell","Maine","A","L",71,73
"9366",2017-01-14,"UMass Lowell","Hartford","H","W",71,55
"9367",2017-01-16,"UMass Lowell","Stony Brook","H","L",75,86
"9368",2017-01-19,"UMass Lowell","Vermont","A","L",67,81
"9369",2017-01-22,"UMass Lowell","UMBC","H","L",86,102
"9370",2017-01-25,"UMass Lowell","New Hampshire","A","L",71,80
